1ID,CIL ID,Document Name,Requirements Section,Requirements Text,Submittal PMT,In Compliance with Contract Documents,Reference Document,DCN,Comments,Static of LIVE - Req. Change,Static of LIVE - Appor. To,LIVE - Req. Change,LIVE - Appor. To
2097,IF 898,30 CP4 IF-REG,3.2.1.3.1 Interface between TRK OCS Foundation & Supporting Structure Location Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS OCS foundation & supporting structure location requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,TT-D1047 -TT-D1065,"TT-D1047 -TT-D1065 (as affected by DCN 44)

TT-D1056 & TT-D1057 (affected by DCN 87)

TT-D1047 to TT-D1052 (affected by DCN 101)",,"DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure
DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.

","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure
DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.

","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure"
2098,IF 5780,30 CP4 IF-REG,3.2.1.3.2 Interface between TRK OCS Foundation & Supporting Structure Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS OCS foundation & supporting structure spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,TT-D1047 -TT-D1065,"TT-D1056 & TT-D1057 (affected by DCN 87)

TT-D1047 to TT-D1052 (affected by DCN 101)",,"DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure

DVR 0016: Kimberlina Structure

DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.
","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure

DVR 0016: Kimberlina Structure
","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure

DVR 0016: Kimberlina Structure

DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.
","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure

DVR 0016: Kimberlina Structure
"
2100,IF 886,30 CP4 IF-REG,"3.2.1.4.1 Interface between TRK OCS Conduit, Duct Bank & Manhole Requirements and GWY Infrastructure","Purpose/Scope:
Ensures that the SYS OCS conduit, duct bank & manhole requirements have been addressed by the INF team, including but not limited to:
- Traction power return
- Grounding
- Cross bonding
- Disconnect switches
- Switch heater power supply
- Switch heater power distribution
- ...","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)
Specification",Verified,"CO-B0201,
CO-B0202,
TT-G1201-JAC
CO-D4201 to CO-D4203
CO-D4205
CO-D5201
CO-D5202
TP-D4201
TP-D4202
TP-B0201
TP-D5201
TP-D5202
CO-D4203",TP-D4201 (affected by DCN 87),," 
 ", ," 
 ", 
1994,IF 831,30 CP4 IF-REG,3.3.1.1.1 Interface between O&M MoI TCS Interlocking & TCC House Site Access Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M MoI TCS Interlocking & TCC house site access requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Cut & Cover Tunnel",N/A,,,No Interlocking at Middle Civil Section," 
 ", ," 
 ", 
1997,IF 5611,30 CP4 IF-REG,3.3.2.1.1 Interface between SYS TCS Interlocking & TCC House Site Location Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS interlocking & TCC house site location (where to install, not size) requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",N/A,,,No Interlocking at Middle Civil Section ," 
 ", ," 
 ", 
1998,IF 794,30 CP4 IF-REG,3.3.2.1.2 Interface between SYS TCS Interlocking & TCC House Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS interlocking & TCC house site spatial requirements (site, not location) have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",N/A,,,No Interlocking at Middle Civil Section," 
 ", ," 
 ", 
2000,IF 3304,30 CP4 IF-REG,3.3.2.2.1 Interface between SYS TCS Wayside/Field Equipment Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS wayside/field equipment (not trackside) spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Pending,,,"As per Interface meeting (8/9/2018),HSR Authority will provide the TCS equipment's dimensional details to verify this Interface."," 
 ", ," 
 ", 
2001,IF 5627,30 CP4 IF-REG,3.3.2.2.2 Interface between SYS TCS Wayside/Field Equipment Foundation Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS wayside/field equipment foundation requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Pending,,,"As per Interface meeting (8/9/2018),HSR Authority will provide the TCS equipment's dimensional details to verify this Interface.
"," 
 ", ," 
 ", 
2003,IF 876,30 CP4 IF-REG,"3.3.2.3.1 Interface between SYS TCS Conduit, Duct Bank, Cable Trough & Manhole Requirements and GWY Infrastructure","Purpose/Scope:
Ensures that the SYS TCS conduit, duct bank, cable trough & manhole requirements have been addressed by the INF team, including but not limited to:
- Track circuits & cases
- Signals
- Transponder & LEU
- Cross bonding
- Signal power supply
- Signal power distribution
- ...","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)
Specification",Verified,TT-B0201 to TT-B0215,TT-B0205 & TT-B0206 (affected by DCN 87),," 
 ", ," 
 ", 
2007,IF 2611,30 CP4 IF-REG,3.3.2.5.1 Interface between SYS TCS System Utility Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS system utility spatial requirements have been addressed by the INF team, including but not limited to:
- Electrical utility (e.g. PG&E)
- Gas/fuel
- Water
- Sewer
- Communications","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",N/A,,,N/A for Middle Civil Section. All SYS TCS Utility spatial  interface requirement has been verified in South Civil Section submittal of CP4," 
 ", ," 
 ", 
2011,IF 5871,30 CP4 IF-REG,3.4.1.1.1 Interface between O&M MoI COM Equipment Shelter & Radio Tower Site Access Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M MoI COM equipment shelter & radio tower site access requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",Verified,"CO-B0201,CO-B0202,TP-D4201,TP-B0201",TP-D4201 (affected by DCN 87),Space accommodations provided for a communication shelter & radio tower at a spacing of approx. 5 miles.," 
 ", ," 
 ", 
2014,IF 5653,30 CP4 IF-REG,3.4.2.1.1 Interface between SYS COM Equipment Shelter & Radio Tower Site Location Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS COM equipment shelter & radio tower site location (where to install, not size) requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",Verified,"CO-B0201,CO-B0202,TP-D4201,TP-B0201",TP-D4201 (affected by DCN 87),,"RFI 0080:
S-SRS-WOO
RFI 0080:
Standalone radio site S-SRS-WOO location is located at Sta 14961+50","RFI 0080:
S-SRS-WOO","RFI 0080:
S-SRS-WOO
RFI 0080:
Standalone radio site S-SRS-WOO location is located at Sta 14961+50","RFI 0080:
S-SRS-WOO"
2015,IF 904,30 CP4 IF-REG,3.4.2.1.2 Interface between SYS COM Equipment Shelter & Radio Tower Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS COM equipment shelter & radio tower site spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",Verified,"CO-B0201,CO-B0202,TP-D4201,TP-B0201",TP-D4201 (affected by DCN 87),," 
 ", ," 
 ", 
2017,IF 600,30 CP4 IF-REG,3.4.2.2.1 Interface between SYS COM Wayside/Field Equipment Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS COM wayside/field equipment spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Pending,"
",,Information is pending from HSR Authority for Communication equipment dimensional details to verify the Interface requirements. ," 
 ", ," 
 ", 
2020,IF 877,30 CP4 IF-REG,"3.4.2.3.1 Interface between SYS COM Conduit, Duct Bank, Cable Trough & Manhole Requirements and GWY Infrastructure","Purpose/Scope:
Ensures that the SYS COM conduit, duct bank, cable trough & manhole requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)
Specification",Verified,"CO-D4201 to CO-D4204
CO-B0201,
CO-B0202,CO-D5201,CO-D5202",,," 
 ", ," 
 ", 
2022,IF 657,30 CP4 IF-REG,"3.4.2.4.1 Interface between SYS COM Air Gap Requirements and GWY Infrastructure
","Purpose/Scope:
Ensures that the SYS COM air gap requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",N/A,,,"Moved to N/A Category as per discussions with HSR Authority on April 19, 2018. 
 CRB is not responsible for the future facilities and its location inside the system site."," 
 ", ," 
 ", 
2028,IF 4252,30 CP4 IF-REG,"3.5.1.1.1 Interface between SYS Conduit, Duct Bank, Cable Trough & Manhole Requirements G&B Requirements and GWY Infrastructure","Purpose/Scope:
Ensures that the SYS conduit, duct bank, cable trough & manhole grounding & bonding requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)
Specification",N/A,,,Reviewed as a part of the structural submittals,"DL0011:
Entire segment
DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment","DL0011:
Entire segment
DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment"
2033,IF 4112,30 CP4 IF-REG,3.5.1.3.2 Interface between SYS New Overpass Structure G&B Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS new overpass structure grounding & bonding requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
RDW Overhead (HST Underpass)
Report and/or Calculation",N/A,,,Reviewed as a part of the structural submittals," 
 ", ," 
 ", 
2038,IF 3999,30 CP4 IF-REG,3.5.1.5.1 Interface between SYS Utility G&B Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS utility grounding & bonding requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
Report and/or Calculation
Specification",Pending,,,"Close when all Utility Submittals are completed. Grounding and Bonding is required at utility crossing. Since casings are steel and buried in the ground, utilities are essentially grounded and calculations demonstrate that additional grounding is not required. ","DL0011:
Entire segment

DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment
","DL0011:
Entire segment

DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment
"
2045,IF 392,30 CP4 IF-REG,4.1.1.1.1 Interface between RST HST Trainset Minimum Horizontal Radii Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset requirements have been addressed in the GWY/ALG design criteria.","Design Baseline Report
HST At-Grade (Guideway)",Verified,TT-E0201,,R is -22123.25," 
 ", ," 
 ", 
2047,IF 489,30 CP4 IF-REG,4.1.1.1.3 Interface between RST HST Trainset Actual Superelevation Requirements (incl. Tilting) and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset actual superelevation requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,TT-E0201,,Ea is 5.75 inch," 
 ", ," 
 ", 
2048,IF 395,30 CP4 IF-REG,4.1.1.1.4 Interface between RST HST Trainset Unbalanced Superelevation Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset unbalanced superelevation requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",Verified,TT-E0201,,Eu(in) 3.00," 
 ", ," 
 ", 
2049,IF 70,30 CP4 IF-REG,4.1.1.1.5 Interface between RST HST Trainset Maximum Grade Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset maximum grade requirements have been addressed by the INF team, including but not limited to:
- Trainset performance
- Brake performance","Design Baseline Report
HST At-Grade (Guideway)",Verified,TT-D1047 to TT-D1065,"TT-D1056 & TT-D1057 (affected by DCN 87)

TT-D1047 to TT-D1052 (affected by DCN 101)",Less than 2.5%," 
 ", ," 
 ", 
2051,IF 490,30 CP4 IF-REG,4.1.1.2.1 Interface between RST HST Trainset Static Gauge Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset static gauge requirements have been addressed by the INF team, including but not limited to:
- Tangent
- Curved
- Superelevated (incl. tilting)
- Curved & superelevated","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,"TT-B0201 to TT-B0217
",TT-B0205 & TT-B0206 (affected by DCN 87),," 
 ", ," 
 ", 
2052,IF 481,30 CP4 IF-REG,4.1.1.2.2 Interface between RST HST Trainset Dynamic Envelope Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset dynamic envelope requirements have been addressed by the INF team, including but not limited to:
- Tangent
- Curved
- Superelevated (incl. tilting)
- Curved & superelevated","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,"TT-B0201 to TT-B0217
",TT-B0205 & TT-B0206 (affected by DCN 87),," 
 ", ," 
 ", 
2069,IF 1260,30 CP4 IF-REG,5.2.1.1.1 Interface between O&M MoI Pump Station Site Access Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M MoI pump station site access requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",Verified,"CV-G5020-SR46 to CV-G5029-S46,TT-D1060,CV-T1001-S46,CV-L1010-POS,TT-D1058",,," 
 ", ," 
 ", 
2109,IF 2606,30 CP4 IF-REG,6.1.1.1.1 Interface between EXT TP Auxiliary Power & Utility Spatial Needs at TPF Sites  and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TP system utility spatial requirements have been addressed by the INF team, including but not limited to:
Traction power
Electrical utility (e.g. PG&E)
Gas/fuel
Water
Sewer
Communications","Design Baseline Report
HST At-Grade (Guideway)
Report and/or Calculation",N/A,Need drawings of PG&E as evidence for this Interface.,,Addressed as part of Utility submittals," 
 ", ," 
 ", 
22,PHA 142,10 CP4 PHA,1.1.1.4  Washout caused by flooding or scouring,"Resolution #2
[2] INF:
Install scour protection (revetment or other structure) to protect sub-grade from water course.","Design Baseline Report
HST At-Grade (Guideway)
Specification",N/A,N/A,,There are no water course in this segment.," 
 ", ," 
 ", 
122,PHA 217,"10 CP4 PHA
",1.1.4.4  Leak or rupture in hazmat pipeline crossing under or adjacent HSR trackway.,"Resolution #1
[1] INF:
Locate and protect high-risk utilities.","Design Baseline Report
HST At-Grade (Guideway)",Verified,UT-B0201 - UT-B0206,,," 
 ", ," 
 ", 
125,PHA 423,"10 CP4 PHA
",1.1.4.4  Leak or rupture in hazmat pipeline crossing under or adjacent HSR trackway.,"Resolution #4
[4] INF:
High-risk pipelines shall not be allowed on HSR structures, tunnels, or through trench/sub-grade structures.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,UT-B0201 - UT-B0206,,," 
 ", ," 
 ", 
127,PHA 218,"10 CP4 PHA
",1.1.4.5  Leak or rupture in non-hazmat pipeline crossing under or adjacent HSR trackway.,"Resolution #1
[1] INF:
Locate and protect low-risk utilities.","Design Baseline Report
HST At-Grade (Guideway)",Verified,UT-B0201 - UT-B0206,,," 
 ", ," 
 ", 
133,PHA 222,"10 CP4 PHA
",1.1.4.7  Overhead high voltage lines collapse onto ROW or are struck during construction / maintenance activities,"Resolution #1
[1] INF:
 Locate overhead high-voltage lines in conformance w/CPUC G.O. 95. ","Design Baseline Report
HST At-Grade (Guideway)
",Verified,UT-B0201 - UT-B0206,,," 
 ", ," 
 ", 
134,PHA 223,"10 CP4 PHA
",1.1.4.7  Overhead high voltage lines collapse onto ROW or are struck during construction / maintenance activities,"Resolution #2
[2] INF:
Establish minimum wire-to-wire clearances.","Design Baseline Report
HST At-Grade (Guideway)",Verified,UT-B0201 - UT-B0206,,," 
 ", ," 
 ", 
138,PHA 226,10 CP4 PHA,1.1.4.8  Other overhead utility lines (telephone cable etc) collapse onto ROW or are struck during construction / maintenance activities,"Resolution #1
[1] INF:
Relocate all other utilities to underground installation.","Design Baseline Report
HST At-Grade (Guideway)",Verified,UT-B0201 - UT-B0206,,," 
 ", ," 
 ", 
142,PHA 229,10 CP4 PHA,1.1.4.9  Underground utilities struck during construction / maintenance activities,"Resolution #1
[1] INF:
Locate and modify existing or new utilities to provide adequate protection per AREMA and local utility standards.","Design Baseline Report
HST At-Grade (Guideway)",Verified,UT-B0201 - UT-B0206,,," 
 ", ," 
 ", 
160,PHA 406,10 CP4 PHA,1.1.4.13  Blowout of adjacent oil well while HSR train is passing.,"Resolution #2
[2] INF:
Relocate all active oil or gas wells outside the CHSRP right-of-way and to prohibit the drilling of new wells within the CHSRP right-of-way","Design Baseline Report
HST At-Grade (Guideway)",N/A,N/A,,There are no oil wells near the project segment," 
 ", ," 
 ", 
191,PHA 257,10 CP4 PHA,1.2.1.5  Collapse,"Resolution #1
[1] INF:
Establish minimum OH clearance for roadways.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
RDW Underpass (HST Overpass)
",Verified,TT-B0201 to TT-B0224,TT-B0205 & TT-B0206 (affected by DCN 87),," 
 ", ," 
 ", 
218,PHA 278,10 CP4 PHA,1.2.1.11  Evacuation required.,"Resolution #1
[1] INF:
Stairway access every 2.5 miles with a maximum interval of 3.0 miles.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge",Verified,TT-B0225 and TT-B0226,,," 
 ", ," 
 ", 
219,PHA 279,10 CP4 PHA,1.2.1.11  Evacuation required.,"Resolution #2
[2] INF:
Aerial ladder truck access every 2500 feet.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
RDW Underpass (HST Overpass)",Verified,TT-D1047 to TT-D1065,"TT-D1056 & TT-D1057 (affected by DCN 87)

TT-D1047 to TT-D1052 (affected by DCN 101)",," 
 ", ," 
 ", 
225,PHA 285,10 CP4 PHA,1.2.1.11  Evacuation required.,"Resolution #8
[8] INF:
Access/egress stairway designed per requirements of CA Building Code Chapter 10 (Means of Egress).","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
Specification",Verified,TT-B0225 and TT-B0226,,," 
 ", ," 
 ", 
281,PHA 319,10 CP4 PHA,1.2.3.2  Fire in trench,"Resolution #3
[3] INF:
Emergency access/egress at 2500 foot intervals. Stairway design per CA Building Code, Chapter 10 (Means of Egress).","Design Baseline Report
HST At-Grade (Guideway)
HST Open Trench
Specification
",N/A,N/A,,No trenches," 
 ", ," 
 ", 
282,PHA 320,10 CP4 PHA,1.2.3.2  Fire in trench,"Resolution #4
[4] INF:
Fixed water supply at emergency access points.","Design Baseline Report
HST At-Grade (Guideway)
HST Open Trench",N/A,N/A,,No trenches," 
 ", ," 
 ", 
291,PHA 327,10 CP4 PHA,1.2.3.4  Evacuation required.,"Resolution #1
[1] INF:
Emergency access/egress points at nominal 2500 foot intervals.","Design Baseline Report
HST At-Grade (Guideway)
HST Open Trench",N/A,N/A,,No trenches," 
 ", ," 
 ", 
300,PHA 336,10 CP4 PHA,1.2.3.5  Flooding,"Resolution #2
[2] INF:
Height of trench wall set above the 100-yr flood plain.","Design Baseline Report
HST At-Grade (Guideway)
HST Open Trench",N/A,N/A,,No trenches," 
 ", ," 
 ", 
304,PHA 339,10 CP4 PHA,1.2.3.6  Flooding,"Resolution #1
[1] INF:
Water-carrying structures that cross the HST alignment shall be in sealed enclosed culvert or the trench section shall be changed to cut-and-cover tunnel configuration.","Design Baseline Report
HST At-Grade (Guideway)
HST Cut & Cover Tunnel
HST Open Trench",N/A,N/A,,No water carrying structures," 
 ", ," 
 ", 
314,PHA 345,10 CP4 PHA,1.2.4.1  Raised Embankments - Sliding / Collapse,"Resolution #2
[2] INF:
Construct embankments to ensure slope stability.","Design Baseline Report
HST At-Grade (Guideway)
Report and/or Calculation
Specification",Verified,GE-C0203 Note 5,,," 
 ", ," 
 ", 
316,PHA 346,10 CP4 PHA,1.2.4.2  Exposed precipices at culverts / walls,"Resolution #1
[1] INF:
Install fall prevention barriers (handrailing or wall) where exposed edge allows potential fall of greater than 30"".","Design Baseline Report
HST At-Grade (Guideway)
RDW Overhead (HST Underpass)",Verified,TT-G3201 to TT-G3212,"TT-G3205 (affected by DCN 87)

CV-Y4147 to CV-Y4165 (Drawings added by DCN 92)

TT-B0112a toTT-B0112c (Drawings added by DCN 92)

TT-G3201 & TT-G3207 (affected by DCN 100)
",," 
 ", ," 
 ", 
319,PHA 348,10 CP4 PHA,1.2.4.3  Person enters confined space / culvert,"Resolution #1
[1] INF:
 Install barriers at entrances to culverts and other confined spaces to prevent entry by unauthorized persons at high-risk locations, as identified by TVA or SiSHA (site-specific hazard analysis).","Design Baseline Report
HST At-Grade (Guideway)
Specification",N/A,N/A,,None required," 
 ", ," 
 ", 
332,PHA 355,10 CP4 PHA,1.2.4.7  Evacuation from retained fill or raised embankment trainway.,"Resolution #1
[1] INF:
Walkways minimum 3 ft. wide. ","Design Baseline Report
HST At-Grade (Guideway)
",Verified,TT-B0201 to TT-B0206,TT-B0205 & TT-B0206 (affected by DCN 87),Sections for raised fill / embankments provided," 
 ", ," 
 ", 
333,PHA 356,10 CP4 PHA,1.2.4.7  Evacuation from retained fill or raised embankment trainway.,"Resolution #2
[2] INF:
Emergency access/egress at nominal 2.5 mile intervals with a maximum of 3 mile intervals. ","Design Baseline Report
HST At-Grade (Guideway)",Verified,"TT-B0226, TT-D1047, TT-D1056, TT-D1061, TT-D1063","TT-D1056 (affected by DCN 87)

TT-D1047 (affected by DCN 101)",," 
 ", ," 
 ", 
334,PHA 357,10 CP4 PHA,1.2.4.7  Evacuation from retained fill or raised embankment trainway.,"Resolution #3
[3] INF:
Emergency vehicle assembly areas at access/egress points.","Design Baseline Report
HST At-Grade (Guideway)",Verified,"TT-B0226, TT-D1047, TT-D1056, TT-D1061, TT-D1063","TT-D1056 (affected by DCN 87)

TT-D1047 (affected by DCN 101)",," 
 ", ," 
 ", 
