1ID,CIL ID,Document Name,Requirements Section,Requirements Text,Submittal PMT,In Compliance with Contract Documents,Reference Document,DCN,Comments,LIVE - Req. Change,LIVE - Appor. To,Static of LIVE - Req. Change,Static of LIVE - Appor. To
2020,IF 877,30 CP4 IF-REG,"3.4.2.3.1 Interface between SYS COM Conduit, Duct Bank, Cable Trough & Manhole Requirements and GWY Infrastructure","Purpose/Scope:
Ensures that the SYS COM conduit, duct bank, cable trough & manhole requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)
Specification",Verified,"CO-B0101 to CO-B0104
CO-Y5001 ,CO-D1101 to CO-D1111","CO-D1101 to CO-D1111 (as affected by DCN 59)

CO-D1101 affected b y DCN 133 rev 0",," 
 ", ," 
 ", 
2022,IF 657,30 CP4 IF-REG,"3.4.2.4.1 Interface between SYS COM Air Gap Requirements and GWY Infrastructure
","Purpose/Scope:
Ensures that the SYS COM air gap requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",N/A,,,Moved to N/A interface as per discussions with Authority during interface meeting.," 
 ", ," 
 ", 
2028,IF 4252,30 CP4 IF-REG,"3.5.1.1.1 Interface between SYS Conduit, Duct Bank, Cable Trough & Manhole Requirements G&B Requirements and GWY Infrastructure","Purpose/Scope:
Ensures that the SYS conduit, duct bank, cable trough & manhole grounding & bonding requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)
Specification",N/A,,,Reviewed as a part of the structural submittals,"DL0011:
Entire segment
DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment","DL0011:
Entire segment
DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment"
2030,IF 1141,30 CP4 IF-REG,3.5.1.2.1 Interface between SYS At-Grade G&B Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS at-grade grounding & bonding requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
Specification",N/A,,,"Moved to N/A as per discussions with HSR Authority in Interface Meeting.
","DL0011:
Entire segment

DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment
","DL0011:
Entire segment

DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment
"
2033,IF 4112,30 CP4 IF-REG,3.5.1.3.2 Interface between SYS New Overpass Structure G&B Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS new overpass structure grounding & bonding requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
RDW Overhead (HST Underpass)
Report and/or Calculation",N/A,N/A,,Reviewed as a part of the structural submittals," 
 ", ," 
 ", 
2038,IF 3999,30 CP4 IF-REG,3.5.1.5.1 Interface between SYS Utility G&B Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS utility grounding & bonding requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
Report and/or Calculation
Specification",Pending,,,"Close when all Utility Submittals are completed. Grounding and Bonding is required at utility crossing. Since casings are steel and buired in the ground, utilities are essentially grounded and calculations demonstrate that additional grounding is not required. ","DL0011:
Entire segment

DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment
","DL0011:
Entire segment

DL0011:
Contractor is provided the following clarifications to Design Criteria Manual Section 22.12:
If transverse metallic sleeves or casings are bare (uncoated), buried with direct contact with earth, and has a ground resistance of 25 ohms or less, they do not have to be grounded with a grounding electrode. However, if the sleeve or casing is coated with any form of insulating surface treatment, it will have to be grounded at one end via a grounding electrode to provide a ground resistance of 25 ohms or less. If transverse reinforced concrete pipes for utilities and/or cross culverts for drainage are buried with direct contact with earth, they do not have to be grounded with a grounding electrode.
Attachment: RDP Directive Number 0008

RVTM:  12673","DL0011:
Entire segment
"
2045,IF 392,30 CP4 IF-REG,4.1.1.1.1 Interface between RST HST Trainset Minimum Horizontal Radii Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset requirements have been addressed in the GWY/ALG design criteria.","Design Baseline Report
HST At-Grade (Guideway)",Verified,"TT-E0101,TT-E0102",,R=45000 FT," 
 ", , , 
2047,IF 489,30 CP4 IF-REG,4.1.1.1.3 Interface between RST HST Trainset Actual Superelevation Requirements (incl. Tilting) and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset actual superelevation requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,"TT-E0101,TT-E0102",,Ea(IN) 3.50," 
 ", , , 
2048,IF 395,30 CP4 IF-REG,4.1.1.1.4 Interface between RST HST Trainset Unbalanced Superelevation Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset unbalanced superelevation requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",Verified,"TT-E0101,TT-E0102",,Eu(IN)2.06," 
 ", , , 
2049,IF 70,30 CP4 IF-REG,4.1.1.1.5 Interface between RST HST Trainset Maximum Grade Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset maximum grade requirements have been addressed by the INF team, including but not limited to:
- Trainset performance
- Brake performance","Design Baseline Report
HST At-Grade (Guideway)",Verified,"TT-D1035 to TT-D1046,
TT-D1001 to TT-D1034","TT-D1001 to TT-D1034
(as affected by DCN 59)

TT-D1004, TT-D1006 affected by DCN 133 rev 0
",Less than 2.5%," 
 ", , , 
2051,IF 490,30 CP4 IF-REG,4.1.1.2.1 Interface between RST HST Trainset Static Gauge Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset static gauge requirements have been addressed by the INF team, including but not limited to:
- Tangent
- Curved
- Superelevated (incl. tilting)
- Curved & superelevated","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,TT-B0101 to TT-B0109,,," 
 ", ," 
 ", 
2052,IF 481,30 CP4 IF-REG,4.1.1.2.2 Interface between RST HST Trainset Dynamic Envelope Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the RST HST trainset dynamic envelope requirements have been addressed by the INF team, including but not limited to:
- Tangent
- Curved
- Superelevated (incl. tilting)
- Curved & superelevated","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,TT-B0101 to TT-B0109,,," 
 ", ," 
 ", 
2069,IF 1260,30 CP4 IF-REG,5.2.1.1.1 Interface between O&M MoI Pump Station Site Access Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M MoI pump station site access requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",N/A,N/A,,No Pump station in North Section.," 
 ", , , 
2074,IF 878,30 CP4 IF-REG,3.1.1.1.1 Interface between O&M MoI TP Facility Site Access Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M MoI TP facility site access requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",Verified,"CV-R1101-SWS513 (Plan)
GE-C0102,
CV-R5101-SWS513,
CV-R1101-PS531,
CV-R5101-PS531,
CV-R1101-PS532,
CV-R5101-PS532","CV-R5101-SWS513, CV-R1101-SWS513 affected by DCN 133 rev 0",General Notes: 9 Fencing and Gate Details (DRG GE-C0102)," 
 ", ," 
 ", 
2077,IF 80,30 CP4 IF-REG,3.1.2.1.1 Interface between TRK TP Maximum Grade @ Phase Break Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TP system maximum grade @ phase break requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",Verified,TT-D1006,"TT-D1006 (as affected by DCN 59)

TT-D1006 affected by DCN 133 rev 0",-0.04%,"TPSS site at current Wasco compound sta 15555+00.  Any other location would require a further change approval.
Permit a 0.79% grade on the HSR profile at TPSS location (sta. 15555+00)
and 1.03% grade at 2500 feet to the north.",TPSS site at current Wasco compound sta 15555+00.  Any other location would require a further change approval.,"TPSS site at current Wasco compound sta 15555+00.  Any other location would require a further change approval.
Permit a 0.79% grade on the HSR profile at TPSS location (sta. 15555+00)
and 1.03% grade at 2500 feet to the north.",TPSS site at current Wasco compound sta 15555+00.  Any other location would require a further change approval.
2079,IF 5597,30 CP4 IF-REG,3.1.2.2.1 Interface between TRK TP Facility & WPC Site Location Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TP facility & WPC site location (where to install, not size) requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Cut & Cover Tunnel",Verified,"TT-D1006
TT-D1023
TT-D1031
TT-D1039","TT-D1006 (as affected by DCN 59)

TT-D1006 affected by DCN 133 rev 0",Distance between SWS on CP4 (STA 14846+00)  and SS (STA 1555+00) is approx 14miles .And PS site(STA 15100+00) located at approx 5 miles interwal between switcing stations and sub stations sites," 
 ", ," 
 ", 
2080,IF 4271,30 CP4 IF-REG,3.1.2.2.2 Interface between TRK TP Facility & WPC Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TP facility & WPC site spatial (site, not location) requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Cut & Cover Tunnel",Verified,"TT-D1006
TT-D1023
TT-D1031
TT-D1039
","TT-D1006 (as affected by DCN 59)

TT-D1006 affected by DCN 133 rev 0","Distance between SWS on CP4 (STA 14846+00)  and SS (STA 1555+00) is approx 14miles .And PS site(STA 15100+00) located at approx 5 miles interwal between switcing stations and sub stations sites
"," 
 ", ," 
 ", 
2082,IF 1143,30 CP4 IF-REG,3.1.2.3.1 Interface between TRK TP Wayside/Field Equipment Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TP wayside/field equipment spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",Pending,,TT-D1006 (as affected by DCN 59),Awaiting confirmation from the Authority Team that the spatial dimensions provided for TP wayside equipment are sufficient.," 
 ", ," 
 ", 
2083,IF 5671,30 CP4 IF-REG,3.1.2.3.2 Interface between TRK TP Wayside/Field Equipment Foundation Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TP wayside/field equipment foundation requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",N/A,,,"Moved to N/A as per discussions with HSR Authority in Interface Meeting.
"," 
 ", ," 
 ", 
2085,IF 885,30 CP4 IF-REG,"3.1.2.4.1 Interface between TRK TP Conduit, Duct Bank, Cable Trough & Manhole Requirements and GWY Infrastructure","Purpose/Scope:
Ensures that the SYS TP conduit, duct bank, cable trough & manhole requirements have been addressed by the INF team, including but not limited to:
- Overhead or duct bank from TPF to Main Gantry
- Overhead from Main Gantry to Strain Gantry
- Return System to Gantries
- Feeder cables
- Return cables
- Surface conduits (multiple, large diameter)
- Embedded conduits
- ...","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)
Specification",Verified,"TP-B0101 to TP-B0103,
TP-Y5001,
TP-D1101 to TP-D1103","TP-B0101, TP-B1012, TP-D1101 affected by DCN 133 rev 0",,"DL0008:
Entire segment
DL0008:
See RDP Directive Number 0004
• Contractor is hereby directed to install all LV underground conduit ductbanks that lead to an adjacent Systems Site (i.e.,Traction Power Facility, Train Control Facility, and Stand-Alone Radio Site). The ductbank shall be terminated (capped or plugged and the connection shall allow the future extension of the ductbank) 1 ft beyond the System Site's footprint and install a telltale (e.g.: small PVC pipe) to mark the end of ductbank for future installation reference. Refer to Figure 1.
• Contractor is hereby directed to install one (1) HV manhole and 12 HV underground conduit ductbank (for rail return) that lead to an adjacent Traction Power Facility (main gantry is located inside the Traction Power Facility's footprint). The ductbank shall be terminated (capped or plugged and the connection shall allow the future extension of the ductbank) 1 ft beyond the Traction Power Facility's footprint and install a telltale (e.g.: small PVC pipe) to mark the end of ductbank for future installation reference. Refer to Figure 2.
• ","DL0008:
Entire segment","DL0008:
Entire segment
DL0008:
See RDP Directive Number 0004
• Contractor is hereby directed to install all LV underground conduit ductbanks that lead to an adjacent Systems Site (i.e.,Traction Power Facility, Train Control Facility, and Stand-Alone Radio Site). The ductbank shall be terminated (capped or plugged and the connection shall allow the future extension of the ductbank) 1 ft beyond the System Site's footprint and install a telltale (e.g.: small PVC pipe) to mark the end of ductbank for future installation reference. Refer to Figure 1.
• Contractor is hereby directed to install one (1) HV manhole and 12 HV underground conduit ductbank (for rail return) that lead to an adjacent Traction Power Facility (main gantry is located inside the Traction Power Facility's footprint). The ductbank shall be terminated (capped or plugged and the connection shall allow the future extension of the ductbank) 1 ft beyond the Traction Power Facility's footprint and install a telltale (e.g.: small PVC pipe) to mark the end of ductbank for future installation reference. Refer to Figure 2.
• ","DL0008:
Entire segment"
2091,IF 656,30 CP4 IF-REG,3.2.1.1.1 Interface between TRK OCS Pantograph Clearance Envelope Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS OCS pantograph clearance envelope requirements have been addressed by the INF team (actual wayside equipment is addressed elsewhere).","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Overhead (HST Underpass)
RDW Underpass (HST Overpass)",Verified,TT-B0101 to TT-B0109,,," 
 ", ," 
 ", 
2093,IF 3299,30 CP4 IF-REG,3.2.1.2.1 Interface between TRK OCS Structure & Wire Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS OCS structure & wire spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,TT-B0101 to TT-B0109,,," 
 ", , , 
2094,IF 5752,30 CP4 IF-REG,3.2.1.2.2 Interface between TRK OCS Wayside/Field Equipment Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS OCS wayside/field equipment spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Pending,,,Awaiting confirmation from the Authority Team that the spatial dimensions provided for OCS wayside equipment are sufficient.,"DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure

DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.
","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure
","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure

DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.
","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure
"
2095,IF 5766,30 CP4 IF-REG,3.2.1.2.3 Interface between TRK OCS Phase Break Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS OCS Phase Break Spatial Requirements and GWY Infrastructure","Design Baseline Report
HST At-Grade (Guideway)
HST Cut & Cover Tunnel",Verified,"TP-B0101 to TP-B0103,TP-Y5001,TP-D1101 to TP-D1103","TP-B0101, TP-B1012, TP-D1101 affected by DCN 133 rev 0",," 
 ", ," 
 ", 
2097,IF 898,30 CP4 IF-REG,3.2.1.3.1 Interface between TRK OCS Foundation & Supporting Structure Location Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS OCS foundation & supporting structure location requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,"TT-D1001 to TT-D1034
TT-D1035 to TT-D1046
TT-D5001 to TT-D5002","TT-D1001 to TT-D1034 (as affected by DCN 59)
TT-D1035 to TT-D1046 (as affected by DCN 59)

TT-D1004, TT-D1006 affected by DCN 133 rev 0",,"DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure
DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.

","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure
DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.

","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure
DVR 0016: Kimberlina Structure"
2098,IF 5780,30 CP4 IF-REG,3.2.1.3.2 Interface between TRK OCS Foundation & Supporting Structure Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS OCS foundation & supporting structure spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,"TT-D1001 to TT-D1034
TT-D1035 to TT-D1046
TT-D5001 to TT-D5002","TT-D1001 to TT-D1034 (as affected by DCN 59)
TT-D1035 to TT-D1046 (as affected by DCN 59)

TT-D1004, TT-D1006 affected by DCN 133 rev 0",,"DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure

DVR 0016: Kimberlina Structure

DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.
","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure

DVR 0016: Kimberlina Structure
","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure

DVR 0016: Kimberlina Structure

DVRs 0006, 0007, 0008, 0009, 0011, 0014: OCS poles may have a greater spacing at the bridges; OCS pole foundations located off bridge shall be shown on the drawings.

DVR 0016: OCS Poles at Kimberlina Structure shall be located at the center of the span; OCS Pole foundations located off-bridge shall be shown on the drawings.
","DVR 0006: Garces Structure
DVR 0007: Pond Road Structure
DVR 0008: Peterson Structure
DVR 0009: Poso Creek
DVR 0011: SR 46 Underpass
DVR 0014 Poso Ave Structure

DVR 0016: Kimberlina Structure
"
2100,IF 886,30 CP4 IF-REG,"3.2.1.4.1 Interface between TRK OCS Conduit, Duct Bank & Manhole Requirements and GWY Infrastructure","Purpose/Scope:
Ensures that the SYS OCS conduit, duct bank & manhole requirements have been addressed by the INF team, including but not limited to:
- Traction power return
- Grounding
- Cross bonding
- Disconnect switches
- Switch heater power supply
- Switch heater power distribution
- ...","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)
Specification",Verified,"TP-B0101 to TP-B0103,TP-Y5001,TP-D1101-TP-D1103","TP-B0101, TP-B0102, TP-B0103, TP-D1101 affected by DCN 133 rev 0",," 
 ", ," 
 ", 
2109,IF 2606,30 CP4 IF-REG,6.1.1.1.1 Interface between EXT TP Auxiliary Power & Utility Spatial Needs at TPF Sites  and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TP system utility spatial requirements have been addressed by the INF team, including but not limited to:
Traction power
Electrical utility (e.g. PG&E)
Gas/fuel
Water
Sewer
Communications","Design Baseline Report
HST At-Grade (Guideway)
Report and/or Calculation",Pending,"TT-D1006
TT-D1023
TT-D1039",,Close when all Utility Submittals are completed. ," 
 ", ," 
 ", 
2113,IF 3764,30 CP4 IF-REG,6.2.1.1.1 Interface between EXT Amtrak Trainset Dynamic Envelope Requirements and GWY ,"Purpose/Scope:
Ensures that the EXT Amtrak trainset dynamic envelope requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",N/A,,,"Moved to N/A as per discussions with HSR Authority in Interface Meeting.
"," 
 ", ," 
 ", 
